"Highlight","Book Title","Book Author","Amazon Book ID","Note","Color","Tags","Location Type","Location","Highlighted at","Document tags","highlight_id","book_id","is_favorited","is_discarded","last_reviewed_at","review_count","created_at","updated_at","book_created_at","book_updated_at"
"What this Greek scholar discovers is, the students in another country learn Greek by first learning to pronounce the letters, then the words, and then sentences and paragraphs. They can recite, word for word, what Socrates said, without realizing that those Greek words actually _mean_ something. To the student they are all artificial sounds. Nobody has ever translated them into words the students can understand.","Surely You're Joking, Mr. Feynman!","Richard P. Feynman","","","","","","","2025-07-03T00:00:00","","146","5","false","false","","","2025-07-03T00:00:00","2025-12-20T09:30:22.232260","2025-12-20T09:30:22.038707","2025-12-20T09:30:22.039243"
"When you’re away and you’ve got nothing but paper, and you’re feeling lonely, you remember all the good things and you can’t remember the reasons you had the arguments.","Surely You're Joking, Mr. Feynman!","Richard P. Feynman","","","","","","","2025-07-03T00:00:00","","145","5","false","false","","","2025-07-03T00:00:00","2025-12-20T09:30:22.202802","2025-12-20T09:30:22.038707","2025-12-20T09:30:22.039243"
"So I have just one wish for you–the good luck to be somewhere where you are free to maintain the kind of integrity I have described, and where you do not feel heed by a need to maintain your position In the organization, or financial support, or so on, to lose your integrity. May you have that freedom.","Surely You're Joking, Mr. Feynman!","Richard P. Feynman","","","","","","","2025-07-03T00:00:00","","144","5","false","false","","","2025-07-03T00:00:00","2025-12-20T09:30:22.173114","2025-12-20T09:30:22.038707","2025-12-20T09:30:22.039243"
"But there is _one_ feature I notice that is generally missing in cargo cult science. That is the idea that we all hope you have learned in studying science in school–we never explicitly say what this _is_, but just hope that you catch on by all the examples of scientific investigation. It is interesting, therefore, to bring it out now and speak of it explicitly. It’s a kind of scientific integrity, a principle of scientific thought that corresponds to a kind of utter honesty–a kind of leaning over backwards. For example, if you’re doing an experiment, you should report everything that you think might make it invalid–not only what you think is right about it: other causes that could possibly explain your results; and things you thought of that you’ve eliminated by some other experiment, and how they worked–to make sure the other fellow can tell they have been eliminated,","Surely You're Joking, Mr. Feynman!","Richard P. Feynman","","Questionable research practices and p-hacking. More problematic due to ambiguity (constantly shifting constructs) subject matter","","","","","2025-07-03T00:00:00","","143","5","false","false","","","2025-07-03T00:00:00","2025-12-20T09:30:22.144203","2025-12-20T09:30:22.038707","2025-12-20T09:30:22.039243"
"von Neumann gave me an interesting idea: that you don’t have to be responsible for the world that you’re in. So I have developed a very powerful sense of social irresponsibility as a result of von Neumann’s advice. It’s made me a very happy man ever since.","Surely You're Joking, Mr. Feynman!","Richard P. Feynman","","","","","","","2025-07-03T00:00:00","","142","5","false","false","","","2025-07-03T00:00:00","2025-12-20T09:30:22.115766","2025-12-20T09:30:22.038707","2025-12-20T09:30:22.039243"
"Well, Mr. Frankel, who started this program, began to suffer from the computer disease that anybody who works with computers now knows about. It’s a very serious disease and it interferes completely with the work. The trouble with computers is you _play_ with them. They are so wonderful.","Surely You're Joking, Mr. Feynman!","Richard P. Feynman","","","","","","","2025-07-03T00:00:00","","141","5","false","false","","","2025-07-03T00:00:00","2025-12-20T09:30:22.086174","2025-12-20T09:30:22.038707","2025-12-20T09:30:22.039243"
"You have no responsibility to live up to what other people think you ought to accomplish. I have no responsibility to be like they expect me to be. It’s their mistake, not my failing.","Surely You're Joking, Mr. Feynman!","Richard P. Feynman","","","","","","","2025-07-03T00:00:00","","140","5","false","false","","","2025-07-03T00:00:00","2025-12-20T09:30:22.035452","2025-12-20T09:30:22.038707","2025-12-20T09:30:22.039243"
"Sterker nog, de toekomstige heren en meesters van de wereld zullen waarschijnlijk meer van ons verschillen dan wij van neanderthalers. De neanderthalers en wij zijn tenminste allebei menselijk, terwijl onze nakomelingen meer een soort goden zullen worden.","Sapiens","Yuval Noah Harari","","Optimisme neemt aan dat er geen technische beperkingen zitten aan het niveau van IQ, levensduur, etc; wat allemaal vereisten zijn om “goden” te worden.","","","","","2025-06-18T14:44:00","","159","6","false","false","","","2025-06-18T14:44:00","2025-12-20T09:30:22.618484","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"De meeste mensen identificeren zich abusievelijk met hun gevoelens, gedachten, voorkeuren en antipathieen. Als ze woede voelen, denken ze: ik ben boos. Dit is mijn woede. Daarom blijven ze hun hele leven proberen bepaalde soorten gevoelens uit de weg te gaan en andere gevoelens juist op te wekken. Ze bedenken nooit dat hun 'ik' losstaat van hun gevoel en dat hun niet-aflatende jacht op bepaalde gevoelens ze juist ongelukkig houdt.","Sapiens","Yuval Noah Harari","","werken vragenlijsten/modellen over geluk en emoties wel als iemand erg mindful is en zijn geluk lost koppelt dagelijkse emoties?","","","","","2025-06-18T14:42:31","","158","6","false","false","","","2025-06-18T14:42:31","2025-12-20T09:30:22.588798","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Boeddha dacht net als de moderne biologie en de New Age-beweging dat geluk losstaat van externe factoren. Maar zijn veel belangrijkere en diepere inzicht was dat echt geluk ook losstaat van onze innerlijke gevoelens. Want hoe meer belang we aan die gevoelens hechten, hoe meer we ernaar hunkeren en daar worden we juist des te ongelukkiger van. Boeddha raadde de mensen aan om niet alleen op te houden met het najagen van externe successen, maar ook met het najagen van interne gevoelens.","Sapiens","Yuval Noah Harari","","Heldere uitleg boeddhisme en vergelijking andere perspectieven","","","","","2025-06-18T14:40:58","","157","6","false","false","","","2025-06-18T14:40:58","2025-12-20T09:30:22.562698","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Zijn hersenen zijn simpelweg niet gebouwd op grote blijdschap, wat er ook gebeurt.","Sapiens","Yuval Noah Harari","","Fixed mindset? Hij lijkt aan te nemen dat hersenen kunnen niet veranderen door externe factoren en dat we hem ooit volledig kunnen begrijpen. Dit zijn grote aannames.","","","","","2025-06-18T14:40:07","","156","6","false","false","","","2025-06-18T14:40:07","2025-12-20T09:30:22.530865","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Zou het dan kunnen dat de ontevredenheid in de Derde Wereld niet alleen wordt aangewakkerd door armoede, ziekte, corruptie en politieke onderdrukking, maar ook door blootstelling aan de standarden van de Eerste Wereld?","Sapiens","Yuval Noah Harari","","Interessant idee! ongelijkheid veroorzaakt verwachtingen met gebrek aan vervulling als gevolg","","","","","2025-06-18T14:38:16","","155","6","true","false","","","2025-06-18T14:38:16","2025-12-20T09:30:22.503281","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Maar de belangrijkste onderzoeksuitkomst van allemaal is dat geluk niet echt afhangt van objectieve omstandigheden als rijkdom, gezondheid of zelfs sociale omgeving. Het hangt eerder af van de correlatie tussen objectieve omstandigheden en subjectieve verwachtingen.","Sapiens","Yuval Noah Harari","","Net zoals vastgesteld door stoïcijnen als Epictetus","","","","","2025-06-18T14:36:57","","154","6","false","false","","","2025-06-18T14:36:57","2025-12-20T09:30:22.477794","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Hoe kunnen we het consumptiedenken in overeenstemming brengen met de kapitalistische ethiek van de zakenman, waarin winsten niet verspild mogen worden en moeten worden geherinvesteerd in de productie? Simpel zat. Net als in vroeger tijden is er vandaag de dag een arbeidsverdeling tussen de elite en de massa. In het middeleeuwse Europa gaven aristocraten hun geld achteloos uit aan extravagante luxeartikelen, terwijl boeren zuinig leefden en elke duit omdraaiden. Tegenwoordig zijn de rollen omgedraaid. De rijken beheren hun bezittingen en investeringen uiterst zorgvuldig, terwijl minder welgestelden zich in de schulden steken door auto's en televisies te kopen die ze niet echt nodig hebben.","Sapiens","Yuval Noah Harari","","Zijn arme mensen nu structureel anders (lager in conscientiousness) door selecterend mechanisme voor dit soort eigenschappen zoals stabiliteit als beargumenteerd door Mike Israetel (zie podcast Doctor Mike)","","","","","2025-06-18T14:34:53","","153","6","false","false","","","2025-06-18T14:34:53","2025-12-20T09:30:22.451906","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Dit is dus de keerzijde van het vrijemarktkapitalisme. Het kan niet garanderen dat er op een eerlijke manier winst wordt gemaakt of dat die winst eerlijk wordt verdeeld. Integendeel, de sterke hang naar stijgende winst en productie maakt mensen blind voor alles wat hun in de weg staat. Als groei het hoogste goed wordt, ongehinderd door andere ethische overwegingen, kan dat maar al te gemakkelijk leiden tot grote rampen.","Sapiens","Yuval Noah Harari","","Ongeremd kapitalisme negeert ethische/morale overwegingen; bijv. slavernij, nazisme","","","","","2025-06-18T14:31:26","","152","6","false","false","","","2025-06-18T14:31:26","2025-12-20T09:30:22.420838","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Een geschiedenis van de moderne wetenschap is niet compleet zonder een hoofdstuk over het kapitalisme. Omgekeerd is de geschiedenis van het kapitalisme niet te begrijpen zonder een hoofdstuk over wetenschap.","Sapiens","Yuval Noah Harari","","zelfs onderzoek staat niet los van marktwerking, normen, waarden en belangen; en kan ook worden zien als een industriële onderneming (een fabriek), waarbij de gewenste output kennis is dat kan worden gebruikt voor het ontwikkelen van technologieën die ondersteunt worden door bepaalde politieke/ideologische ideeën.","","","","","2025-06-18T14:29:52","","151","6","false","false","","","2025-06-18T14:29:52","2025-12-20T09:30:22.393444","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Zelfs als we zuivere wetenschap wilden financieren, zonder politieke, economische of religieuze invloed, dan nog zou dat waarschijnlijk onmogelijk zijn. … .De wetenschap kan verklaren wat er in de wereld bestaat, hoe dingen werken en wat de toekomst wellicht zal brengen. Er worden per definitie geen vaste uitspraken gedaan over wat de toekomst moet brengen. Alleen religies en ideologieen zoeken naar antwoorden op dergelijke vragen.","Sapiens","Yuval Noah Harari","","zuivere wetenschap (los van buitenwereld) onmogelijk: we kunnen onze normen en waarden niet scheiden van onderzoek (zelfs fundamenteel onderzoek als wiskunde en natuurkunde)","","","","","2025-06-18T14:26:13","","150","6","false","false","","","2025-06-18T14:26:13","2025-12-20T09:30:22.343981","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"Religie is de grote harmonisator van de mensheid, naast geld en wereldrijken","Sapiens","Yuval Noah Harari","","","","","","","2025-06-18T14:21:54","","161","6","false","false","","","2025-06-18T14:21:54","2025-12-20T09:30:22.677159","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"De evolutie heeft Homo Sapiens, net als andere sociale dieren, tot een xenofobische soort gemaakt","Sapiens","Yuval Noah Harari","","Net zoals moord en verkrachting zorgt evolute niet alleen voor “goede” eigenschappen","","","","","2025-06-18T14:21:07","","160","6","false","false","","","2025-06-18T14:21:07","2025-12-20T09:30:22.648151","2025-12-20T09:30:22.347766","2025-12-20T09:30:22.348415"
"When we speak without jargon, it frees us from hiding behind knowledge we don’t have. Big words and fluffy business speak cripples us from getting to the point and passing knowledge to others.","""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character","Richard P. Feynman","","","","","","","2025-06-11T18:57:48.278776","","396","19","true","false","","","2025-06-11T18:57:48.278776","2025-12-20T14:57:12.801690","2025-12-20T09:30:29.221357","2025-12-20T09:30:29.221904"
"‘Als je tegen iemand praat in een taal die hij begrijpt’,zou hij later zeggen, ‘dan gaat dat naar zijn hoofd.Maar als je iemand toespreekt in zijn eigen taal,dan gaat dat naar zijn hart.’","De meeste mensen deugen","Rutger Bregman","","Mandela","","","","","2025-06-10T22:04:00","stoicism","40","2","false","false","","","2025-06-10T22:04:00","2025-12-20T09:30:19.228992","2025-12-20T09:30:19.128429","2025-12-20T09:30:19.128914"
